,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0,-0.19547445059414503,-0.5846231426914011,1.4166275497219636,-2.7009031992235446,1.0074721014588102,-0.4532049185528547,0.9063170422392799,-0.09464449687769534,-0.41261753241087556,1.0
1,0.5279747530108995,0.5188375862034869,-0.3817270469933459,-0.4234045316807242,-0.45614281607331714,-0.25740880132580923,0.7866918248254765,-0.6641603945564272,-0.5462350485655599,1.0
2,-1.5758947654748783,-0.3053664879613167,1.2522135541121673,1.0692656776787162,1.0250168965817041,-1.6028584036821718,0.15540311379038105,-1.1378269288280567,-0.35703197601931747,0.0
3,-0.09452213197192666,0.13516039642477312,0.6249452909452549,-0.3889100028513471,-0.31453519275724023,0.3432883111395363,-0.9030303669623883,1.625662132515687,2.008382055522715,1.0
4,-0.019922762509766927,1.1691988837408773,-0.35692997290408224,-0.22096048744922944,-0.2813774444965667,0.1425697472779262,1.160361766955072,-0.014288045294670973,-0.5942754907579653,0.0
5,-0.019922762509766927,-0.8108999691926266,1.7218625504593021,0.5564437308915626,-2.5474858798281916,0.3545455289265519,1.315557563860189,-0.18036838933870497,-0.5178079770829596,1.0
6,-1.4692333099462043,0.5614912577579373,0.6964457713101351,1.7477582406418308,0.11219390036090879,-0.633069800532662,0.37272681366434873,-0.30290768704251003,-0.6135677970081279,0.0
7,-0.019922762509766927,0.7678997915827678,0.6623527980967627,-0.3620171752177267,0.45728375979376085,-0.8722415862432404,-1.2951613898047605,0.9915967015800286,-0.6897539891395892,0.0
8,-0.019922762509766927,1.2884197906902286,0.4928689572838739,0.9616524314850786,-0.594840242362693,-0.704525563975173,-0.7589571154446698,1.5809997080121423,-0.9440570274953152,0.0
9,-1.4083728750485072,-1.6720214447240176,2.5456830466790383,0.7035414951133591,0.06721026888445535,1.3503627934747189,0.3266906574357052,-0.21995230391737655,-0.06542594532248112,0.0
10,0.14123692975131247,-1.0963514731837265,-0.6885872003476464,0.5963163198707725,-0.1279727894656186,0.6523095071616922,-0.44002819700472706,-1.4465817524985634,-0.034745135839465854,1.0
11,-0.32164180044894675,-0.004669218351211456,-0.6338407982743809,-0.2979101905966203,-0.2682202271715059,-1.5065958253288398,-0.5347425892912575,1.2278875543901315,-0.07394410893381355,0.0
12,0.4940527116010013,0.7817410361773514,2.0878468145397227,-0.6310302846662371,-0.8497542025356817,1.7106972074826878,-0.7610385621646277,-0.9403329357682072,0.8005083303460712,1.0
13,-0.8558322572589636,0.17146633269085704,-0.7799979816025926,-0.18011137477906283,-0.11455800797132891,-1.8001030994886762,1.6755672502916086,-0.696452776161035,0.5740347512542681,0.0
14,0.612828600053274,1.4715234337593737,1.1668937398253612,-2.415684483914231,-0.7028999789804579,0.09826193370423543,0.5998788164834417,0.08404590664643453,-0.027838732694128947,0.0
15,0.7365925616280032,-0.3687210746607757,0.8962988836617625,-0.5873557554704565,1.1213264429860685,-0.31537877981669665,0.3079186877796565,-1.8154555594990578,0.29045534107247967,0.0
16,1.4432331013932227,-0.9359378749565299,-1.2370105608586668,-0.3326968150911886,1.0909800495084994,-0.0692157607044968,-0.27724681458869643,0.4203908639612953,-0.3733795019298536,0.0
17,-0.17482055646134587,1.3984870147294637,1.935045383328386,1.4865318411890336,-4.032279116301873,-0.6154282273804256,-0.8579591743706175,0.47142926648699723,-0.15729633466340506,1.0
18,-0.9231085514828093,0.6289883944986471,1.5318206423158853,0.024163126839558725,-0.006419744921393,0.9768032430871394,0.5655059545621494,0.7102775072437726,0.205267005832845,0.0
19,0.6692538848572598,0.0895386553969059,2.074701144947949,0.10182053953858866,-0.006419744921393,-1.6417461577403967,-0.004720082033275179,0.15283922329090951,-0.5193747792405999,0.0
20,-0.20025007400411615,1.0946681156475533,0.5688301463372311,0.4663044778928504,0.47996566048532474,0.4895692883311851,-0.12284544453612747,-0.09822511515568409,1.2037810324251013,0.0
21,0.8824408709646079,1.3314377072077532,-0.5691026260955656,-0.6544746155127775,-1.664598462701587,-1.6287954331900012,-1.10859011527205,-0.2227360522294762,-0.6030818141516541,0.0
22,1.662577336908278,2.4023649073647912,-0.03306972214279269,-1.1865976047048834,0.873427834181995,1.926315061026872,-0.19176172773506767,-0.2693189853469722,-1.011033566417306,1.0
